,labels
23502,1
23503,2
23505,2
23506,2
23507,2
23510,1
23511,1
23515,1
23516,2
23517,1
23520,1
23521,1
23522,1
23528,1
23529,1
23532,2
23535,2
23538,1
23540,2
23543,2
23545,2
23546,1
23547,2
23548,2
23550,2
23551,1
23552,1
23553,1
23556,1
23557,2
23571,2
23572,2
23573,2
23574,2
23575,1
23576,1
23577,1
23582,2
23586,2
23588,2
23590,2
23591,2
23592,2
23596,2
23598,1
23599,2
23601,1
23602,1
23603,1
23609,1
23614,1
23615,2
23620,1
23622,1
23623,2
23628,2
23632,2
23633,2
23638,2
23641,1
23648,1
23652,1
23654,1
23655,1
23659,1
23660,1
23667,2
23669,1
23671,1
23674,1
23676,1
23679,1
23680,1
23681,1
23683,1
23686,2
23687,2
23688,2
23690,1
23694,1
23698,2
23699,1
23700,1
23701,2
23703,1
23706,1
23707,1
23710,2
23711,2
23714,2
23715,1
23716,2
23717,1
23722,1
23723,2
23724,1
23725,1
23728,1
23729,1
23730,3
23732,1
23734,1
23738,1
23740,2
23748,1
23750,1
23751,1
23752,1
23754,2
23755,1
23758,3
23759,3
23765,2
23766,1
23767,1
23775,1
23776,2
23780,1
23781,1
23782,1
23789,1
23791,2
23792,1
23793,2
23797,1
23801,1
23804,1
23805,2
23806,1
23810,3
23813,1
23814,2
23816,2
23818,1
23821,2
23822,1
23823,2
23828,2
23829,1
23831,1
23832,1
23833,2
23837,1
23838,1
23839,1
23840,3
23841,2
23844,2
23845,1
23846,2
23849,1
23850,2
23852,1
23855,1
23857,2
23858,3
23859,2
23860,2
23862,2
23863,1
23864,2
23866,1
23868,1
23869,1
23870,2
23872,1
23873,1
23874,2
23875,1
23878,1
23879,1
23880,2
23882,1
23883,1
23884,1
23886,1
23890,1
23894,2
23896,1
23897,1
23902,2
23904,1
23906,2
23907,3
23908,1
23909,2
23910,2
23913,1
23916,1
23917,2
23921,1
23922,1
23925,2
23930,1
23931,2
23933,2
23937,2
23940,1
23949,1
23950,2
23952,2
23953,1
23955,2
23958,1
23959,2
23961,2
23965,1
23967,1
23971,2
23972,2
23973,1
23974,2
23975,1
23976,1
23981,2
23982,1
23987,1
23988,2
23989,1
23990,1
23991,2
23993,2
23995,2
23996,1
24000,1
24001,2
24004,1
24007,1
24009,1
24010,1
24011,1
24012,2
24014,2
24025,1
24027,2
24028,2
24029,1
24030,1
24033,1
24038,1
24039,1
24042,1
24044,1
24052,2
24057,1
24068,1
24073,2
24076,2
24077,2
24078,1
24081,1
24082,1
24086,2
24088,2
24089,2
24093,1
24094,1
24103,1
24109,1
24111,2
24112,2
24113,3
24115,1
24116,1
24117,1
24118,1
24120,2
24122,2
24123,2
24125,1
24128,1
24130,2
24137,1
24138,1
24141,2
24142,1
24145,1
24146,1
24147,1
24150,2
24151,2
24154,1
24155,3
24156,1
24157,2
24159,2
24163,1
24166,1
24168,1
24171,2
24172,1
24173,1
24174,1
24177,1
24178,2
24179,1
24180,2
24182,2
24183,1
24185,2
24187,1
24189,2
24191,2
24197,1
24199,1
24201,1
24202,1
24203,1
24207,3
24210,2
24213,1
24214,2
24215,2
24216,2
24220,1
24221,1
24222,1
24224,1
24225,1
24229,1
24231,2
24234,2
24235,1
24237,1
24238,1
24239,2
24241,2
24242,2
24244,2
24245,1
24247,1
24249,1
24254,1
24261,1
24262,2
24264,1
24265,1
24268,1
24269,1
24271,2
24275,1
24276,2
24277,3
24278,1
24280,1
24281,1
24283,1
24286,1
24289,1
24291,2
24292,1
24293,1
24294,2
24295,2
24296,1
24299,2
24300,1
24301,1
24302,1
24303,2
24304,1
24305,2
24309,2
24311,1
24312,1
24313,1
24314,1
24315,1
24316,1
24321,1
24325,1
24326,1
24328,1
24332,1
24333,1
24334,1
24335,2
24336,2
24338,1
24339,2
24340,2
24342,1
24343,2
24345,1
24346,1
24347,1
24348,1
24349,1
24350,1
24352,2
24354,1
24355,1
24356,1
24361,2
24364,1
24366,1
24368,1
24370,3
24371,2
24373,2
24376,1
24377,2
24378,1
24380,2
24381,1
24382,1
24384,1
24385,2
24387,1
24388,1
24391,1
24392,2
24393,3
24397,1
24401,3
24403,1
24404,2
24405,2
24408,1
24409,1
24410,1
24411,1
24413,1
24418,1
24419,1
24421,1
24422,1
24423,1
24425,1
24426,1
24427,1
24434,1
24435,2
24436,2
24437,2
24440,1
24442,1
24443,2
24445,2
24447,1
24448,1
24451,1
24455,1
24456,1
24457,1
24458,1
24460,1
24463,2
24465,1
24467,2
24472,2
24473,1
24480,1
24481,2
24485,2
24488,2
24489,2
24498,1
24499,2
24501,1
24503,2
24508,2
24513,1
24515,2
24516,1
24517,1
24523,1
24525,1
24526,2
24527,1
24531,1
24532,1
24534,2
24537,2
24538,1
24541,1
24545,1
24546,1
24547,1
24550,1
24551,1
24554,2
24557,1
24562,1
24566,1
24567,1
24569,2
24570,1
24571,1
24572,2
24575,2
24578,1
24579,2
24581,2
24583,2
24584,1
24585,1
24587,1
24591,2
24592,3
24593,1
24601,1
24603,2
24604,2
24605,1
24613,1
24614,1
24617,1
24618,2
24621,1
24622,2
24623,1
24626,2
24629,2
24632,1
24636,1
24639,2
24642,1
24643,1
24646,1
24663,1
24664,1
24666,1
24667,1
24668,1
24673,1
24674,1
24675,1
24676,1
24677,2
24679,2
24680,3
24685,1
24686,1
24688,1
24689,1
24692,1
24699,1
24701,2
24703,1
24709,1
24710,1
24712,1
24714,1
24715,2
24717,1
24718,2
24719,1
24721,1
24723,2
24724,1
24727,1
24729,2
24730,1
24731,2
24732,1
24739,1
24740,2
24742,1
24746,1
24747,1
24748,1
24749,1
24750,1
24751,2
24757,1
24758,2
24759,1
24763,2
24765,1
24766,1
24769,1
24770,2
24773,1
24775,2
24778,1
24779,1
24780,1
24782,2
24783,2
24786,2
24787,1
24788,2
24789,1
24791,2
24794,2
24796,1
24798,1
24799,2
24801,2
24803,1
24807,1
24808,2
24809,1
24811,1
24812,1
24815,1
24825,2
24829,2
24830,2
24831,3
24833,1
24840,1
24842,1
24843,2
24845,2
24846,1
24848,1
24851,1
24855,2
24856,1
24857,1
24860,1
24861,1
24863,2
24865,2
24866,1
24867,2
24868,1
24870,1
24873,1
24875,2
24878,1
24880,2
24885,1
24886,1
24889,1
24890,1
24894,1
24900,1
24901,3
24902,2
24904,1
24913,1
24915,1
24916,2
24917,2
24920,1
24921,1
24925,2
24927,1
24928,2
24935,2
24936,1
24942,1
24943,2
24955,2
24958,1
24960,1
24961,1
24964,1
24965,2
24971,2
24975,2
24976,2
24977,2
24978,1
24980,2
24982,1
24983,1
24984,2
24985,2
24987,1
24988,2
24990,1
24991,3
24992,1
24993,1
24995,2
24996,1
24998,1
25001,1
25004,1
25006,1
25007,1
25008,2
25009,2
25010,1
25012,2
25015,1
25017,1
25018,2
25019,1
25023,2
25025,2
25029,2
25032,2
25034,2
25035,1
25038,2
25039,3
25040,1
25041,1
25042,1
25044,1
25046,1
25047,2
25048,2
25049,1
25051,1
25055,1
25057,1
25059,1
25061,1
25063,1
25065,2
25068,2
25074,1
25075,1
25077,1
25078,2
25080,3
25087,2
25088,2
25091,2
25093,1
25097,1
25100,1
25101,1
25102,2
25103,1
25104,1
25106,1
25110,2
25112,1
25113,2
25115,1
25117,1
25119,1
25121,1
25122,1
25125,2
25129,1
25130,2
25132,2
25133,2
25134,1
25136,1
25137,1
25138,1
25140,1
25142,2
25144,1
25146,1
25147,1
25152,2
25154,1
25155,1
25156,1
25157,1
25158,1
25160,1
25162,2
25163,2
25164,2
25165,2
25168,2
25170,1
25173,1
25174,1
25179,1
25183,1
25184,1
25185,1
25188,3
25189,1
25190,2
25191,2
25193,1
25194,1
25195,1
25199,1
25200,1
25204,2
25205,1
25206,3
25207,1
25214,2
25216,2
25217,2
25219,2
25225,2
25227,1
25229,1
25231,2
25235,1
25236,2
25237,1
25239,1
25241,2
25242,2
25243,2
25244,1
25245,2
25247,1
25248,1
25249,1
25250,1
25251,1
25253,2
25256,2
25259,1
25261,2
25263,1
25268,2
25272,1
25273,2
25277,2
25283,1
25288,1
25291,1
25295,1
25297,1
25299,2
25300,1
25306,2
25308,2
25312,1
25314,1
25315,1
25321,1
25322,2
25323,2
25327,1
25328,1
25333,2
25334,2
25336,1
25339,1
25340,2
25341,1
25345,1
25346,1
25347,1
25349,2
25350,2
25354,1
25359,1
25360,1
25363,1
25366,1
25367,2
25368,2
25369,2
25370,1
25371,2
25375,1
25377,1
25380,1
25381,2
25383,2
25385,2
25386,1
25387,1
25389,3
25391,1
25392,1
25394,2
25395,1
25396,1
25397,1
25398,1
25400,2
25403,1
25405,2
25407,1
25408,1
25410,1
25412,1
25414,1
25416,1
25417,1
25419,2
25421,1
25423,1
25424,3
25426,1
25427,1
25429,2
25433,3
25436,1
25440,2
25441,1
25442,2
25445,2
25450,1
25451,1
25452,1
25454,2
25456,2
25458,1
25459,1
25461,1
25463,1
25469,2
25474,1
25478,1
25481,2
25482,1
25485,2
25486,3
25490,2
25491,3
25494,1
25496,2
25497,1
25499,1
25500,1
25501,1
25504,1
25505,1
25506,1
25510,1
25511,1
25513,1
25518,1
25520,2
25524,1
25525,2
25527,1
25529,1
25531,2
25536,1
25537,1
25541,2
25543,2
25546,2
25547,2
25549,2
25551,2
25555,1
25560,2
25563,1
25565,1
25570,1
25572,2
25575,2
25577,2
25579,1
25580,1
25582,1
25585,1
25586,1
25590,2
25594,1
25597,2
25599,1
25601,1
25604,2
25605,2
25607,1
25608,1
25609,2
25612,2
25614,2
25617,2
25618,2
25619,2
25622,1
25627,1
25629,1
25630,1
25633,1
25634,2
25635,1
25636,2
25639,2
25644,2
25648,2
25652,1
25653,2
25654,1
25657,2
25659,1
25661,2
25663,2
25670,1
25671,1
25672,1
25676,1
25677,2
25678,2
25679,1
25682,1
25684,2
25688,1
25689,1
25690,1
25691,2
25692,1
25695,1
25696,2
25697,1
25698,2
25701,2
25703,1
25706,2
25707,2
25713,3
25714,1
25715,1
25718,2
25720,2
25721,2
25724,1
25726,1
25727,1
25730,1
25731,2
25733,2
25734,2
25739,1
25740,1
25745,1
25748,1
25754,1
25755,3
25756,1
25757,2
25758,3
25764,2
25765,2
25766,1
25767,2
25768,1
25771,1
25772,1
25774,3
25776,1
25779,1
25780,1
25781,2
25783,2
25785,1
25787,1
25789,2
25790,1
25794,1
25795,1
25800,1
25801,1
25802,2
25804,1
25805,1
25806,2
25810,2
25811,1
25815,1
25817,2
25819,2
25820,1
25821,1
25823,1
25825,1
25826,2
25827,2
25828,1
25829,1
25831,1
25833,1
25834,1
25835,1
25838,2
25839,2
25840,2
25842,1
25843,1
25844,2
25849,1
25850,1
25852,2
25857,1
25859,1
25861,2
25863,2
25865,2
25868,1
25869,2
25872,1
25874,1
25878,2
25883,1
25884,2
25887,2
25888,1
25892,2
25893,1
25896,2
25897,2
25903,2
25904,1
25905,1
25906,1
25907,2
25908,1
25909,2
25911,2
25917,2
25919,1
25924,1
25926,1
25929,1
25930,1
25931,1
25932,2
25935,1
25937,1
25939,2
25940,1
25944,2
25948,2
25949,1
25954,1
25956,1
25960,2
25961,1
25962,1
25963,2
25965,1
25966,1
25967,1
25969,1
25970,1
25971,1
25972,2
25973,2
25977,1
25979,1
25982,1
25983,2
25986,2
25988,1
25990,2
25991,2
25992,1
25995,2
25996,1
25999,1
26000,2
26002,1
26007,2
26011,1
26012,1
26014,2
26018,2
26019,1
26021,2
26022,2
26023,3
26026,1
26027,1
26028,2
26030,1
26032,2
26033,2
26036,1
26037,1
26046,2
26050,2
26052,1
26054,2
26055,1
26060,1
26063,2
26071,2
26072,1
26075,1
26077,1
26078,1
26080,2
26081,1
26082,2
26084,2
26085,1
26086,1
26088,1
26090,1
26091,2
26095,1
26096,2
26097,1
26098,2
26099,2
26100,1
26101,1
26103,1
26104,2
26105,1
26106,1
26107,1
26109,2
26112,2
26116,2
26118,2
26119,1
26121,1
26128,2
26129,2
26130,1
26132,1
26134,1
26135,2
26136,1
26137,1
26142,2
26145,1
26146,2
26149,1
26150,2
26151,1
26152,2
26153,2
26154,1
26157,3
26158,1
26163,2
26164,1
26167,1
26169,2
26170,2
26174,1
26176,1
26177,1
26183,1
26185,2
26186,1
26190,1
26191,1
26192,1
26194,1
26195,1
26196,1
26197,2
26198,3
26201,2
26202,2
26207,2
26209,1
26210,2
26211,1
26212,3
26213,2
26218,3
26222,1
26226,1
26227,1
26229,1
26232,1
26234,1
26237,2
26239,1
26240,2
26241,1
26243,1
26245,1
26248,2
26250,2
26251,1
26253,2
26255,1
26256,1
26261,2
26263,1
26264,1
26265,1
26267,2
26269,2
26270,2
26271,1
26276,1
26281,2
26282,1
26283,2
26285,2
26286,2
26288,1
26290,1
26292,1
26296,1
26297,2
26299,2
26300,1
26302,2
26303,1
26305,1
26306,1
26307,2
26309,2
26310,1
26314,1
26316,1
26317,2
26318,1
26319,2
26321,1
26322,1
26324,1
26326,1
26327,2
26328,1
26329,1
26330,1
26332,3
26333,2
26334,1
26336,1
26337,1
26338,1
26339,1
26340,1
26342,1
26343,1
26344,1
26347,2
26351,3
26353,1
26354,2
26358,2
26360,1
26362,1
26364,1
26365,2
26367,1
26368,1
26371,1
26372,1
26374,2
26376,1
26377,1
26378,2
26379,2
26381,2
26383,1
26386,1
26387,2
26389,1
26391,1
26392,1
26397,1
26401,1
26402,2
26403,2
26404,2
26407,1
26408,2
26409,2
26410,1
26411,2
26412,1
26413,1
26416,1
26420,1
26421,2
26425,2
26427,2
26428,1
26430,2
26431,2
26432,2
26433,2
26435,2
26436,1
26438,1
26446,2
26447,1
26450,1
26454,2
26455,2
26456,1
26457,2
26459,2
26460,2
26464,1
26466,1
26468,1
26472,1
26473,1
26474,1
26475,2
26482,1
26483,3
26487,1
26489,1
26491,1
26493,1
26495,1
26496,1
26497,1
26499,1
26503,1
26505,1
26506,2
26507,2
26509,1
26512,1
26513,2
26517,1
26518,1
26519,2
26520,1
26523,3
26524,2
26528,1
26530,2
26531,1
26535,2
26537,1
26544,1
26547,2
26550,1
26561,2
26564,1
26569,1
26570,1
26571,2
26575,1
26576,2
26577,2
26579,1
26580,1
26581,2
26583,2
26585,1
26586,1
26587,1
26588,2
26589,1
26590,1
26591,1
26592,2
26593,2
26596,1
26598,1
26600,1
26601,1
26602,2
26603,1
26604,1
26605,2
26608,1
26611,1
26613,1
26614,2
26617,2
26619,1
26620,1
26621,2
26623,2
26625,2
26626,2
26627,2
26634,2
26636,1
26637,2
26638,1
26639,2
26640,2
26647,1
26648,1
26649,1
26650,2
26656,1
26663,2
26665,1
26666,1
26667,1
26670,1
26674,2
26675,1
26676,2
26679,3
26683,1
26685,2
26686,1
26689,1
26691,1
26692,2
26693,1
26695,2
26698,1
26699,1
26702,2
26705,1
26706,3
26709,1
26715,2
26716,1
26717,1
26720,1
26721,2
26722,1
26725,1
26726,2
26729,1
26731,1
26733,2
26735,2
26736,2
26737,1
26738,1
26739,1
26740,1
26743,1
26744,1
26747,3
26748,1
26752,3
26753,3
26754,1
26758,1
26759,2
26761,1
26764,2
26765,1
26766,1
26767,2
26769,1
26771,2
26777,1
26778,2
26784,1
26785,1
26786,1
26788,1
26790,2
26797,1
26798,1
26802,1
26804,2
26805,1
26806,1
26807,2
26808,1
26809,1
26811,2
26816,1
26818,2
26822,1
26826,1
26829,2
26830,1
26831,2
26835,2
26836,1
26837,1
26838,2
26840,2
26842,1
26843,1
26844,1
26845,1
26847,2
26849,1
26850,1
26851,1
26852,1
26854,1
26857,1
26858,1
26863,1
26864,1
26865,1
26866,2
26867,1
26869,1
26872,1
26876,1
26878,2
26879,1
26880,1
26881,2
26882,2
26883,2
26888,1
26892,1
26894,1
26895,1
26896,1
26897,1
26900,3
26903,1
26905,1
26906,2
26908,1
26909,2
26910,1
26912,1
26913,1
26915,2
26917,1
26919,1
26922,2
26926,1
26929,1
26930,2
26932,3
26937,2
26941,1
26946,2
26947,1
26949,2
26951,3
26959,2
26960,1
26961,1
26964,1
26966,2
26967,2
26968,2
26969,1
26974,1
26977,2
26978,1
26979,1
26981,1
26986,1
26993,2
26995,2
26999,2
27001,1
27002,2
27007,1
27010,2
27017,1
27019,2
27022,1
27023,2
27025,2
27026,2
27028,1
27031,2
27033,1
27035,1
27036,1
27038,1
27046,2
27048,1
27049,1
27051,1
27057,1
27058,1
27061,1
27064,2
27065,2
27066,2
27068,1
27071,2
27078,1
27089,1
27092,1
27095,1
27101,1
27107,1
27108,1
27111,1
27116,1
27118,2
27120,1
27121,1
27122,2
27124,2
27127,2
27128,2
27133,1
27135,1
27137,1
27148,1
27155,1
27156,1
27158,1
27161,2
27162,1
27163,2
27164,1
27165,3
27172,2
27173,1
27174,2
27182,2
27186,2
27187,1
27188,1
27189,1
27191,1
27192,2
27193,1
27196,2
27197,1
27200,1
27206,1
27207,2
27208,1
27210,1
27211,1
27212,2
27213,2
27214,2
27215,1
27217,1
27219,1
27221,2
27224,1
27227,1
27229,3
27231,1
27234,1
27236,1
27239,2
27240,1
27242,2
27244,2
27245,1
27247,2
27249,1
27251,1
27254,1
27256,1
27259,2
27263,2
27264,2
27267,2
27269,1
27270,3
27272,2
27274,3
27275,1
27278,2
27279,1
27282,1
27283,2
27284,1
27285,2
27289,1
27294,1
27295,2
27300,1
27306,1
27310,2
27312,2
27313,1
27315,1
27317,2
27318,1
27322,1
27323,1
27327,2
27331,1
27333,2
27335,1
27336,1
27337,2
27338,2
27339,1
27340,1
27341,1
27344,2
27348,1
27349,1
27352,2
27356,1
27360,2
27363,2
27367,2
27375,1
27376,2
27377,1
27379,1
27380,2
27382,1
27384,1
27386,1
27389,1
27391,2
27392,1
27394,2
27395,2
27396,2
27399,1
27400,2
27401,1
27403,1
27404,2
27407,2
27408,2
27409,1
27413,1
27415,2
27416,1
27417,1
27418,1
27419,1
27423,2
27424,1
27425,2
27427,2
27428,1
27429,1
27432,1
27433,2
27434,2
27435,2
27441,1
27444,2
27446,1
27447,2
27448,2
27449,1
27451,1
27455,1
27458,1
27465,1
27466,1
27471,1
27473,1
27474,1
27475,2
27476,3
27477,1
27480,1
27482,1
27484,1
27485,1
27490,2
27502,1
27507,1
27508,1
27514,2
27519,2
27520,1
27522,1
27525,1
27529,1
27530,1
27533,1
27536,2
27537,2
27540,2
27541,1
27543,1
27544,1
27546,1
27547,1
27549,1
27550,1
27557,1
27559,1
27560,2
27567,1
27569,1
27571,1
27572,1
27577,1
27578,2
27580,1
27581,1
27583,1
27584,1
27590,2
27594,2
27596,3
27597,2
27598,2
27599,1
27601,1
27604,1
27606,1
27607,2
27608,1
27609,1
27610,2
27611,1
27612,2
27613,1
27616,2
27617,1
27622,2
27626,2
27627,2
27632,1
27634,1
27635,2
27640,2
27641,1
27644,1
27647,1
27649,2
27650,1
27651,2
27652,1
27653,1
27656,1
27657,2
27663,1
27664,1
27666,1
27669,2
27670,1
27677,2
27680,1
27681,1
27683,1
27688,1
27689,1
27692,2
27697,1
27699,1
27702,1
27703,3
27705,1
27706,1
27707,2
27708,1
27709,1
27713,2
27718,1
27720,2
27721,1
27724,1
27725,1
27726,2
27727,1
27728,1
27731,2
27734,1
27736,1
27740,1
27741,2
27742,2
27744,2
27751,3
27756,1
27757,2
27758,1
27759,1
27760,1
27762,2
27764,2
27767,2
27769,1
27770,2
27778,1
27779,1
27782,2
27784,1
27786,1
27789,2
27791,1
27792,2
27793,2
27794,1
27795,1
27796,1
27797,1
27798,2
27800,2
27804,2
27805,2
27806,3
27807,1
27812,1
27814,1
27815,2
27816,2
27819,1
27820,2
27821,1
27823,2
27824,1
27825,1
27826,3
27827,1
27829,1
27830,2
27834,2
27835,3
27836,1
27837,1
27840,2
27841,2
27842,2
27843,2
27849,1
27850,1
27852,2
27853,2
27857,2
27858,2
27859,1
27862,1
27864,2
27866,1
27870,2
27872,3
27875,2
27876,1
27878,1
27879,1
27886,1
27888,1
27889,2
27890,2
27892,2
27893,1
27894,1
27895,1
27896,1
27897,1
27899,2
27900,1
27903,1
27904,1
27910,1
27911,1
27912,1
27915,1
27916,2
27917,1
27918,1
27923,1
27925,2
27926,1
27927,3
27930,1
27931,2
27934,1
27937,1
27938,1
27941,2
27943,1
27944,2
27945,1
27947,1
27948,1
27951,2
27953,1
27954,1
27955,1
27956,1
27958,2
27961,1
27962,2
27963,1
27967,2
27969,2
27970,2
27974,2
27975,1
27976,1
27978,1
27984,1
27986,1
27987,2
27989,1
27994,1
27996,1
27997,1
27998,1
28001,1
28002,2
28004,2
28005,2
28006,1
28007,2
28008,2
28009,1
28010,1
28011,1
28012,1
28014,1
28017,2
28018,1
28021,1
28023,1
28027,1
28029,2
28030,2
28034,1
28038,1
28039,1
28040,2
28041,1
28043,2
28044,1
28045,2
28046,1
28048,2
28050,1
28052,1
28054,1
28057,1
28059,1
28060,2
28065,1
28066,1
28067,2
28068,1
28071,1
28074,2
28076,1
28079,3
28087,1
28093,1
28096,2
28097,1
28098,2
28100,2
28102,1
28104,2
28106,1
28108,1
28110,2
28111,2
28112,1
28113,1
28114,2
28115,1
28119,2
28122,2
28126,2
28127,2
28128,1
28129,1
28130,2
28131,1
28133,1
28135,3
28138,2
28139,1
28140,1
28144,1
28145,1
28147,2
28148,1
28150,1
28152,2
28153,2
28155,1
28159,1
28163,1
28164,1
28165,2
28166,1
28168,2
28169,1
28172,1
28173,1
28177,1
28178,1
28179,1
28180,2
28182,1
28183,1
28187,1
28188,1
28193,1
28194,2
28195,2
28196,1
28198,1
28199,1
28201,2
28204,1
28206,1
28207,1
28208,2
28209,2
28212,1
28214,1
28215,1
28216,2
28218,2
28219,1
28220,2
28221,2
28222,1
28223,1
28227,2
28230,3
28232,1
28234,2
28235,1
28237,1
28238,1
28240,1
28242,3
28246,2
28250,1
28251,2
28252,3
28253,2
28254,2
28255,1
28256,2
28260,1
28261,3
28262,2
28266,1
28268,2
28269,2
28270,2
28271,1
28272,1
28275,3
28276,1
28277,2
28278,2
28280,1
28281,1
28283,1
28285,2
28288,1
28290,1
28292,1
28294,1
28295,1
28297,1
28298,1
28299,1
28301,1
28302,2
28305,2
28307,2
28309,2
28312,3
28313,2
28314,2
28315,1
28317,2
28318,1
28321,2
28322,2
28323,2
28325,1
28328,2
28330,1
28331,2
28334,1
28335,1
28336,1
28337,1
28343,1
28346,2
28348,1
28352,1
28354,1
28357,1
28359,2
28362,2
28367,2
28370,1
28371,1
28372,1
28373,2
28378,1
28379,2
28382,2
28384,1
28386,1
28387,1
28389,1
28391,1
28393,1
28397,1
28399,2
28400,2
28403,2
28406,1
28407,2
28408,1
28411,2
28412,1
28413,2
28415,2
28416,1
28417,1
28418,1
28419,1
28420,1
28422,1
28431,1
28433,1
28434,1
28437,2
28438,1
28445,1
28446,1
28447,1
28448,1
28450,2
28452,3
28457,2
28461,2
28464,1
28466,2
28469,1
28471,1
28477,2
28479,2
28481,1
28485,2
28486,1
28487,1
28490,2
28493,1
28494,1
28496,1
28499,1
28501,2
28502,2
28505,2
28506,2
28508,1
28510,2
28513,2
28514,1
28517,2
28521,1
28522,2
28523,2
28524,1
28525,1
28528,1
28531,2
28532,1
28533,2
28538,2
28539,1
28540,1
28542,1
28543,2
28544,1
28546,2
28549,1
28550,1
28551,1
28552,1
28554,2
28555,2
28556,2
28557,1
28558,1
28561,2
28562,1
28564,1
28565,2
28570,1
28573,1
28575,1
28576,2
28577,2
28578,1
28579,1
28581,2
28582,1
28586,1
28587,1
28588,1
28589,2
28590,1
28592,1
28593,2
28595,2
28597,1
28599,2
28600,1
28602,1
28604,1
28605,2
28607,1
28608,1
28609,1
28612,2
28613,1
28617,1
28620,1
28622,3
28624,2
28625,2
28627,3
28628,1
28634,2
28635,1
28636,2
28639,2
28640,1
28643,1
28644,1
28645,3
28651,1
28652,1
28653,1
28654,1
28655,1
28656,2
28658,2
28661,2
28662,1
28663,1
28667,1
28668,1
28671,2
28672,1
28673,2
28674,2
28675,2
28676,1
28677,2
28679,1
28680,2
28681,2
28684,1
28691,1
28692,1
28693,2
28694,1
28695,1
28699,1
28700,2
28702,1
28706,1
28708,2
28709,1
28710,2
28711,1
28716,2
28717,1
28719,2
28720,1
28721,1
28722,2
28724,2
28725,1
28726,2
28727,1
28728,1
28731,1
28733,1
28734,2
28736,1
28738,2
28739,2
28740,1
28741,2
28742,1
28744,2
28745,2
28746,2
28749,1
28751,1
28755,2
28756,1
28758,1
28762,2
28763,1
28764,2
28767,1
28769,1
28771,1
28772,1
28773,2
28775,1
28777,1
28779,1
28780,2
28781,1
28784,1
28790,1
28791,2
28793,2
28795,1
28797,1
28798,2
28799,2
28801,1
28802,1
28803,1
28805,2
28806,1
28808,1
28810,1
28811,1
28812,1
28817,2
28818,2
28819,1
28821,1
28828,1
28831,1
28835,2
28838,1
28841,1
28845,2
28846,1
28847,2
28848,1
28849,1
28851,1
28852,2
28853,1
28855,1
28857,1
28858,1
28859,2
28860,1
28861,1
28863,1
28866,1
28867,1
28870,2
28871,2
28872,1
28873,1
28874,1
28875,1
28877,2
28879,1
28881,1
28882,2
28883,2
28884,2
28885,1
28886,1
28887,2
28889,1
28890,2
28892,2
28896,1
28898,1
28899,1
28902,1
28903,2
28904,2
28905,2
28911,1
28912,1
28913,1
28914,2
28916,1
28918,2
28922,1
28924,1
28927,1
28930,2
28931,2
28932,2
28940,2
28941,1
28942,1
28945,2
28947,1
28951,2
28954,2
28957,1
28959,1
28960,2
28962,1
28966,2
28968,1
28972,1
28973,1
28974,1
28977,1
28978,1
28981,1
28983,2
28985,3
28986,1
28988,1
28989,2
28990,2
28991,1
28992,1
28993,1
28998,3
28999,1
29002,1
29003,2
29004,1
29007,2
29008,1
29010,2
29012,1
29014,1
29015,1
29016,1
29017,2
29020,2
29023,1
29024,1
29026,1
29029,1
29030,1
29032,1
29034,2
29035,1
29036,2
29040,2
29043,1
29044,1
29046,1
29047,2
29048,2
29057,1
29058,1
29059,2
29060,1
29062,2
29063,1
29064,1
29069,1
29070,2
29072,2
29077,1
29078,1
29079,1
29081,1
29083,1
29086,1
29087,1
29088,1
29090,1
29091,2
29098,1
29099,1
29102,1
29103,1
29106,1
29107,2
29108,1
29110,2
29115,2
29117,2
29118,2
29120,1
29121,2
29122,2
29123,1
29124,1
29126,1
29128,1
29129,1
29130,2
29131,1
29132,2
29135,1
29136,1
29137,2
29143,1
29148,2
29149,2
29150,2
29153,1
29154,1
29155,1
29156,1
29158,1
29162,1
29163,1
29166,1
29168,1
29171,1
29175,2
29176,2
29177,2
29180,2
29181,1
29189,1
29190,1
29192,2
29193,1
29194,1
29197,1
29198,2
29201,1
29205,2
29206,2
29210,2
29212,1
29215,1
29217,1
29218,2
29221,1
29223,1
29225,1
29226,2
29227,1
29228,1
29231,1
29232,1
29233,1
29234,1
29236,1
29237,1
29238,1
29240,2
29242,1
29244,1
29245,2
29247,2
29248,2
29254,1
29259,2
29260,1
29262,1
29264,1
29265,1
29266,2
29269,1
29270,2
29271,1
29277,1
29280,1
29281,2
29283,2
29286,1
29287,1
29290,3
29292,1
29296,2
29297,2
29298,3
29299,2
29302,1
29304,2
29309,2
29310,1
29312,2
29315,1
29316,2
29318,1
29321,1
29322,1
29326,2
29328,1
29329,1
29330,1
29331,1
29334,1
29336,1
29337,2
29338,1
29339,2
29340,1
29342,3
29343,3
29345,1
29347,2
29348,1
29352,1
29354,1
29356,1
29357,2
29358,2
29360,1
29362,2
29366,1
29367,2
29368,2
29370,1
29371,1
29374,1
29376,1
29377,1
29378,3
29379,1
29385,2
29386,2
29387,1
29388,2
29392,2
29395,1
29401,1
29405,2
29407,1
29409,1
29410,1
29412,1
29413,2
29417,1
29418,2
29425,1
29427,1
29429,2
29431,1
29435,1
29436,1
29437,1
29442,1
29444,2
29446,1
29447,1
29449,2
29450,1
29451,2
29452,1
29453,2
29455,1
29456,1
29459,2
