,Apparel_Set,Bottomwear,Dress,Innerwear,Loungewear_and_Nightwear,Saree,Socks,Topwear,Casual,Ethnic,Formal,Party,Smart_Casual,Sports,Travel
966,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
967,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
969,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
971,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
972,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
976,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
977,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
980,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
981,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
982,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
983,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
984,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
986,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
988,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
989,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
992,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
994,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
998,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
999,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1000,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1001,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1004,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1007,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1009,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1011,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1013,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1014,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1016,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1021,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1028,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1030,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1032,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1033,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1037,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1040,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1043,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1044,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1047,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1051,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1053,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1055,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1058,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1061,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1064,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1065,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1067,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1068,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1070,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1071,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1073,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1075,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1079,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1082,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1087,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1088,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1090,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
